0.191
0.196
0.281
0.15
0.185
0.136
0.129
0.23
0.426
0.278
0.344
0.407
0.33
0.366
0.355
0.201
0.351
0.252
0.15
0.272
0.144
0.321
0.267
0.24
0.226
0.3
0.199
0.249
0.251
0.306
